600000.SH,浦发银行
600004.SH,白云机场
600006.SH,东风股份
600007.SH,中国国贸
600008.SH,首创环保
600009.SH,上海机场
600010.SH,包钢股份
600011.SH,华能国际
600012.SH,皖通高速
600015.SH,华夏银行
600016.SH,民生银行
600017.SH,日照港
600018.SH,上港集团
600019.SH,宝钢股份
600020.SH,中原高速
600021.SH,上海电力
600022.SH,山东钢铁
600023.SH,浙能电力
600025.SH,华能水电
600026.SH,中远海能
600027.SH,华电国际
600028.SH,中国石化
600029.SH,南方航空
600030.SH,中信证券
600031.SH,三一重工
600032.SH,浙江新能
600033.SH,福建高速
600035.SH,楚天高速
600036.SH,招商银行
600037.SH,歌华有线
600038.SH,中直股份
600039.SH,四川路桥
600048.SH,保利发展
600050.SH,中国联通
600051.SH,宁波联合
600052.SH,东望时代
600053.SH,九鼎投资
600054.SH,黄山旅游
600055.SH,万东医疗
600056.SH,中国医药
600057.SH,厦门象屿
600058.SH,五矿发展
600059.SH,古越龙山
600060.SH,海信视像
600061.SH,国投资本
600062.SH,华润双鹤
600063.SH,皖维高新
600064.SH,南京高科
600066.SH,宇通客车
600067.SH,冠城新材
600071.SH,凤凰光学
600072.SH,中船科技
600073.SH,光明肉业
600075.SH,新疆天业
600076.SH,康欣新材
600078.SH,澄星股份
600079.SH,人福医药
600080.SH,金花股份
600081.SH,东风科技
600082.SH,海泰发展
600084.SH,中信尼雅
600085.SH,同仁堂
600088.SH,中视传媒
600089.SH,特变电工
600094.SH,大名城
600095.SH,湘财股份
600096.SH,云天化
600097.SH,开创国际
600098.SH,广州发展
600099.SH,林海股份
600100.SH,同方股份
600101.SH,明星电力
600103.SH,青山纸业
600104.SH,上汽集团
600105.SH,永鼎股份
600106.SH,重庆路桥
600107.SH,ST尔雅
600108.SH,亚盛集团
600109.SH,国金证券
600110.SH,诺德股份
600111.SH,北方稀土
600113.SH,浙江东日
600114.SH,东睦股份
600115.SH,中国东航
600116.SH,三峡水利
600117.SH,西宁特钢
600118.SH,中国卫星
600119.SH,长江投资
600120.SH,浙江东方
600121.SH,郑州煤电
600123.SH,兰花科创
600125.SH,铁龙物流
600126.SH,杭钢股份
600127.SH,金健米业
600128.SH,苏豪弘业
600129.SH,太极集团
600130.SH,*ST波导
600131.SH,国网信通
600132.SH,重庆啤酒
600133.SH,东湖高新
600135.SH,乐凯胶片
600136.SH,ST明诚
600137.SH,浪莎股份
600138.SH,中青旅
600141.SH,兴发集团
600143.SH,金发科技
600148.SH,长春一东
600149.SH,廊坊发展
600150.SH,中国船舶
600151.SH,航天机电
600152.SH,维科技术
600153.SH,建发股份
600155.SH,华创云信
600156.SH,华升股份
600157.SH,永泰能源
600158.SH,中体产业
600159.SH,大龙地产
600160.SH,巨化股份
600161.SH,天坛生物
600162.SH,香江控股
600163.SH,中闽能源
600165.SH,ST宁科
600166.SH,福田汽车
600167.SH,联美控股
600168.SH,武汉控股
600169.SH,太原重工
600170.SH,上海建工
600171.SH,上海贝岭
600172.SH,黄河旋风
600173.SH,卧龙新能
600176.SH,中国巨石
600177.SH,雅戈尔
600178.SH,东安动力
600179.SH,安通控股
600180.SH,瑞茂通
600182.SH,S佳通
600183.SH,生益科技
600184.SH,光电股份
600185.SH,珠免集团
600186.SH,莲花控股
600187.SH,国中水务
600188.SH,兖矿能源
600189.SH,泉阳泉
600190.SH,*ST锦港
600191.SH,华资实业
600192.SH,长城电工
600193.SH,*ST创兴
600195.SH,中牧股份
600196.SH,复星医药
600197.SH,伊力特
600198.SH,大唐电信
600199.SH,金种子酒
600200.SH,*ST苏吴
600201.SH,生物股份
600202.SH,哈空调
600203.SH,福日电子
600206.SH,有研新材
600207.SH,安彩高科
600208.SH,衢州发展
600210.SH,紫江企业
600211.SH,西藏药业
600212.SH,绿能慧充
600215.SH,派斯林
600216.SH,浙江医药
600217.SH,中再资环
600218.SH,全柴动力
600219.SH,南山铝业
600221.SH,海航控股
600222.SH,太龙药业
600223.SH,福瑞达
600226.SH,亨通股份
600227.SH,赤天化
600228.SH,*ST返利
600229.SH,城市传媒
600230.SH,沧州大化
600231.SH,凌钢股份
600232.SH,金鹰股份
600233.SH,圆通速递
600234.SH,科新发展
600235.SH,民丰特纸
600236.SH,桂冠电力
600237.SH,铜峰电子
600238.SH,*ST椰岛
600239.SH,云南城投
600241.SH,时代万恒
600243.SH,*ST海华
600246.SH,万通发展
600248.SH,陕建股份
600249.SH,两面针
600250.SH,南京商旅
600251.SH,冠农股份
600252.SH,中恒集团
600255.SH,鑫科材料
600256.SH,广汇能源
600257.SH,大湖股份
600258.SH,首旅酒店
600259.SH,广晟有色
600261.SH,阳光照明
600262.SH,北方股份
600265.SH,ST景谷
600266.SH,城建发展
600267.SH,海正药业
600268.SH,国电南自
600269.SH,赣粤高速
600271.SH,航天信息
600272.SH,开开实业
600273.SH,XD嘉化能
600276.SH,恒瑞医药
600278.SH,东方创业
600279.SH,重庆港
600280.SH,中央商场
600281.SH,华阳新材
600282.SH,南钢股份
600283.SH,钱江水利
600284.SH,浦东建设
600285.SH,羚锐制药
600287.SH,ST舜天
600288.SH,大恒科技
600289.SH,*ST信通
600292.SH,远达环保
600293.SH,三峡新材
600295.SH,鄂尔多斯
600298.SH,安琪酵母
600299.SH,安迪苏
600300.SH,XD维维股
600301.SH,华锡有色
600302.SH,标准股份
600303.SH,曙光股份
600305.SH,恒顺醋业
600307.SH,酒钢宏兴
600308.SH,华泰股份
600309.SH,万华化学
600310.SH,广西能源
600312.SH,平高电气
600313.SH,农发种业
600315.SH,上海家化
600316.SH,洪都航空
600318.SH,新力金融
600319.SH,亚星化学
600320.SH,振华重工
600322.SH,津投城开
600323.SH,瀚蓝环境
600325.SH,华发股份
600326.SH,西藏天路
600327.SH,大东方
600328.SH,中盐化工
600329.SH,达仁堂
600330.SH,天通股份
600331.SH,宏达股份
600332.SH,白云山
600333.SH,长春燃气
600335.SH,国机汽车
600336.SH,澳柯玛
600337.SH,美克家居
600338.SH,西藏珠峰
600339.SH,中油工程
600340.SH,华夏幸福
600343.SH,航天动力
600345.SH,长江通信
600346.SH,恒力石化
600348.SH,华阳股份
600350.SH,山东高速
600351.SH,亚宝药业
600352.SH,浙江龙盛
600353.SH,旭光电子
600354.SH,敦煌种业
600355.SH,*ST精伦
600356.SH,恒丰纸业
600358.SH,ST联合
600359.SH,新农开发
600360.SH,*ST华微
600361.SH,创新新材
600362.SH,江西铜业
600363.SH,联创光电
600365.SH,ST通葡
600366.SH,宁波韵升
600367.SH,红星发展
600368.SH,五洲交通
600369.SH,西南证券
600370.SH,三房巷
600371.SH,万向德农
600372.SH,中航机载
600373.SH,中文传媒
600375.SH,汉马科技
600376.SH,首开股份
600377.SH,宁沪高速
600378.SH,昊华科技
600379.SH,宝光股份
600380.SH,健康元
600381.SH,*ST春天
600382.SH,广东明珠
600383.SH,金地集团
600386.SH,北巴传媒
600387.SH,*ST海越
600388.SH,龙净环保
600389.SH,江山股份
600390.SH,五矿资本
600391.SH,航发科技
600392.SH,盛和资源
600395.SH,盘江股份
600396.SH,华电辽能
600397.SH,安源煤业
600398.SH,海澜之家
600399.SH,抚顺特钢
600400.SH,红豆股份
600403.SH,大有能源
600405.SH,动力源
600406.SH,国电南瑞
600408.SH,安泰集团
600409.SH,三友化工
600410.SH,华胜天成
600415.SH,小商品城
600416.SH,湘电股份
600418.SH,江淮汽车
600419.SH,天润乳业
600420.SH,国药现代
600421.SH,*ST华嵘
600422.SH,昆药集团
600423.SH,柳化股份
600425.SH,青松建化
600426.SH,华鲁恒升
600428.SH,中远海特
600429.SH,三元股份
600433.SH,冠豪高新
600435.SH,北方导航
600436.SH,片仔癀
600438.SH,通威股份
600439.SH,瑞贝卡
600444.SH,国机通用
600446.SH,金证股份
600448.SH,华纺股份
600449.SH,宁夏建材
600452.SH,涪陵电力
600455.SH,博通股份
600456.SH,宝钛股份
600458.SH,时代新材
600459.SH,贵研铂业
600460.SH,士兰微
600461.SH,洪城环境
600462.SH,*ST九有
600463.SH,空港股份
600467.SH,好当家
600468.SH,百利电气
600469.SH,风神股份
600470.SH,六国化工
600475.SH,华光环能
600476.SH,湘邮科技
600477.SH,杭萧钢构
600478.SH,科力远
600479.SH,千金药业
600480.SH,凌云股份
600481.SH,双良节能
600482.SH,中国动力
600483.SH,福能股份
600486.SH,扬农化工
600487.SH,亨通光电
600488.SH,津药药业
600489.SH,中金黄金
600490.SH,鹏欣资源
600491.SH,龙元建设
600493.SH,凤竹纺织
600495.SH,晋西车轴
600496.SH,精工钢构
600497.SH,驰宏锌锗
600498.SH,烽火通信
600499.SH,科达制造
600500.SH,中化国际
600501.SH,航天晨光
600502.SH,安徽建工
600503.SH,华丽家族
600505.SH,西昌电力
600506.SH,统一股份
600507.SH,方大特钢
600508.SH,上海能源
600509.SH,天富能源
600510.SH,黑牡丹
600511.SH,国药股份
600512.SH,腾达建设
600513.SH,联环药业
600515.SH,海南机场
600516.SH,方大炭素
600517.SH,国网英大
600518.SH,康美药业
600519.SH,贵州茅台
600520.SH,三佳科技
600521.SH,华海药业
600522.SH,中天科技
600523.SH,贵航股份
600525.SH,ST长园
600526.SH,菲达环保
600527.SH,江南高纤
600528.SH,中铁工业
600529.SH,山东药玻
600530.SH,交大昂立
600531.SH,豫光金铅
600533.SH,栖霞建设
600535.SH,天士力
600536.SH,中国软件
600537.SH,亿晶光电
600538.SH,国发股份
600539.SH,狮头股份
600540.SH,新赛股份
600543.SH,莫高股份
600545.SH,卓郎智能
600546.SH,山煤国际
600547.SH,山东黄金
600548.SH,深高速
600549.SH,厦门钨业
600550.SH,保变电气
600551.SH,时代出版
600552.SH,凯盛科技
600556.SH,天下秀
600557.SH,康缘药业
600558.SH,大西洋
600559.SH,老白干酒
600560.SH,金自天正
600561.SH,江西长运
600562.SH,国睿科技
600563.SH,法拉电子
600566.SH,济川药业
600567.SH,山鹰国际
600568.SH,ST中珠
600569.SH,安阳钢铁
600570.SH,恒生电子
600571.SH,信雅达
600572.SH,康恩贝
600573.SH,惠泉啤酒
600575.SH,淮河能源
600576.SH,祥源文旅
600577.SH,精达股份
600578.SH,京能电力
600579.SH,中化装备
600580.SH,卧龙电驱
600581.SH,八一钢铁
600582.SH,天地科技
600583.SH,海油工程
600584.SH,长电科技
600585.SH,海螺水泥
600586.SH,金晶科技
600587.SH,新华医疗
600588.SH,用友网络
600589.SH,大位科技
600590.SH,泰豪科技
600592.SH,龙溪股份
600593.SH,大连圣亚
600594.SH,益佰制药
600595.SH,中孚实业
600596.SH,新安股份
600597.SH,光明乳业
600598.SH,北大荒
600599.SH,*ST熊猫
600600.SH,青岛啤酒
600601.SH,方正科技
600602.SH,云赛智联
600603.SH,ST广物
600604.SH,市北高新
600605.SH,汇通能源
600606.SH,绿地控股
600608.SH,*ST沪科
600609.SH,金杯汽车
600610.SH,中毅达
600611.SH,大众交通
600612.SH,老凤祥
600613.SH,神奇制药
600615.SH,丰华股份
600616.SH,金枫酒业
600617.SH,国新能源
600618.SH,氯碱化工
600619.SH,海立股份
600620.SH,天宸股份
600621.SH,华鑫股份
600622.SH,光大嘉宝
600623.SH,华谊集团
600624.SH,复旦复华
600626.SH,申达股份
600628.SH,新世界
600629.SH,华建集团
600630.SH,龙头股份
600633.SH,浙数文化
600635.SH,大众公用
600636.SH,*ST国化
600637.SH,东方明珠
600638.SH,新黄浦
600639.SH,浦东金桥
600640.SH,国脉文化
600641.SH,万业企业
600642.SH,申能股份
600643.SH,爱建集团
600644.SH,乐山电力
600645.SH,中源协和
600648.SH,外高桥
600649.SH,城投控股
600650.SH,锦江在线
600651.SH,飞乐音响
600653.SH,申华控股
600654.SH,中安科
600655.SH,豫园股份
600657.SH,信达地产
600658.SH,电子城
600660.SH,福耀玻璃
600661.SH,昂立教育
600662.SH,外服控股
600663.SH,陆家嘴
600664.SH,哈药股份
600665.SH,天地源
600666.SH,奥瑞德
600667.SH,太极实业
600668.SH,尖峰集团
600671.SH,天目药业
600673.SH,东阳光
600674.SH,川投能源
600675.SH,中华企业
600676.SH,交运股份
600678.SH,四川金顶
600679.SH,上海凤凰
600681.SH,百川能源
600682.SH,南京新百
600683.SH,京投发展
600684.SH,珠江股份
600685.SH,中船防务
600686.SH,金龙汽车
600688.SH,上海石化
600689.SH,上海三毛
600690.SH,海尔智家
600691.SH,阳煤化工
600692.SH,亚通股份
600693.SH,东百集团
600694.SH,大商股份
600696.SH,*ST岩石
600697.SH,欧亚集团
600698.SH,湖南天雁
600699.SH,均胜电子
600702.SH,舍得酒业
600703.SH,三安光电
600704.SH,物产中大
600706.SH,曲江文旅
600707.SH,彩虹股份
600708.SH,光明地产
600710.SH,苏美达
600711.SH,ST盛屯
600712.SH,南宁百货
600713.SH,南京医药
600714.SH,金瑞矿业
600715.SH,文投控股
600716.SH,凤凰股份
600717.SH,天津港
600718.SH,东软集团
600719.SH,大连热电
600720.SH,中交设计
600721.SH,百花医药
600722.SH,金牛化工
600724.SH,宁波富达
600725.SH,云维股份
600726.SH,华电能源
600727.SH,鲁北化工
600728.SH,佳都科技
600729.SH,重庆百货
600730.SH,中国高科
600731.SH,湖南海利
600732.SH,爱旭股份
600733.SH,北汽蓝谷
600734.SH,实达集团
600735.SH,新华锦
600736.SH,苏州高新
600737.SH,中粮糖业
600738.SH,丽尚国潮
600739.SH,辽宁成大
600740.SH,山西焦化
600741.SH,华域汽车
600742.SH,一汽富维
600743.SH,华远地产
600744.SH,华银电力
600745.SH,闻泰科技
600746.SH,江苏索普
600748.SH,上实发展
600749.SH,西藏旅游
600750.SH,江中药业
600751.SH,海航科技
600753.SH,*ST庚星
600754.SH,锦江酒店
600755.SH,厦门国贸
600756.SH,浪潮软件
600757.SH,长江传媒
600758.SH,辽宁能源
600759.SH,洲际油气
600760.SH,中航沈飞
600761.SH,安徽合力
600763.SH,通策医疗
600764.SH,中国海防
600765.SH,中航重机
600768.SH,宁波富邦
600769.SH,祥龙电业
600770.SH,综艺股份
600771.SH,广誉远
600773.SH,西藏城投
600774.SH,汉商集团
600775.SH,南京熊猫
600776.SH,东方通信
600777.SH,ST新潮
600778.SH,友好集团
600779.SH,水井坊
600780.SH,通宝能源
600782.SH,新钢股份
600783.SH,鲁信创投
600784.SH,鲁银投资
600785.SH,新华百货
600787.SH,中储股份
600789.SH,鲁抗医药
600790.SH,轻纺城
600791.SH,京能置业
600792.SH,云煤能源
600793.SH,宜宾纸业
600794.SH,保税科技
600795.SH,国电电力
600796.SH,钱江生化
600797.SH,浙大网新
600798.SH,宁波海运
600800.SH,渤海化学
600801.SH,华新水泥
600802.SH,福建水泥
600803.SH,新奥股份
600804.SH,*ST鹏博
600805.SH,悦达投资
600807.SH,济高发展
600808.SH,马钢股份
600809.SH,山西汾酒
600810.SH,神马股份
600812.SH,华北制药
600814.SH,杭州解百
600815.SH,厦工股份
600816.SH,建元信托
600817.SH,宇通重工
600818.SH,中路股份
600819.SH,耀皮玻璃
600820.SH,隧道股份
600821.SH,金开新能
600822.SH,上海物贸
600824.SH,益民集团
600825.SH,新华传媒
600826.SH,兰生股份
600827.SH,百联股份
600828.SH,茂业商业
600829.SH,人民同泰
600830.SH,XD香溢融
600831.SH,ST广网
600833.SH,第一医药
600834.SH,申通地铁
600835.SH,上海机电
600838.SH,上海九百
600839.SH,四川长虹
600841.SH,动力新科
600843.SH,上工申贝
600844.SH,丹化科技
600845.SH,宝信软件
600846.SH,同济科技
600847.SH,万里股份
600848.SH,上海临港
600850.SH,电科数字
600851.SH,海欣股份
600853.SH,龙建股份
600854.SH,春兰股份
600855.SH,航天长峰
600857.SH,宁波中百
600858.SH,银座股份
600859.SH,王府井
600860.SH,京城股份
600861.SH,北京人力
600862.SH,中航高科
600863.SH,内蒙华电
600864.SH,哈投股份
600865.SH,百大集团
600866.SH,星湖科技
600867.SH,通化东宝
600868.SH,梅雁吉祥
600869.SH,远东股份
600871.SH,石化油服
600872.SH,中炬高新
600873.SH,梅花生物
600874.SH,创业环保
600875.SH,东方电气
600876.SH,凯盛新能
600877.SH,电科芯片
600879.SH,航天电子
600880.SH,博瑞传播
600881.SH,亚泰集团
600882.SH,妙可蓝多
600883.SH,博闻科技
600884.SH,杉杉股份
600885.SH,宏发股份
600886.SH,国投电力
600887.SH,伊利股份
600888.SH,新疆众和
600889.SH,南京化纤
600892.SH,*ST大晟
600893.SH,航发动力
600894.SH,广日股份
600895.SH,张江高科
600897.SH,厦门空港
600900.SH,长江电力
600901.SH,江苏金租
600903.SH,贵州燃气
600905.SH,三峡能源
600906.SH,财达证券
600908.SH,无锡银行
600909.SH,华安证券
600916.SH,中国黄金
600917.SH,重庆燃气
600918.SH,中泰证券
600919.SH,江苏银行
600925.SH,苏能股份
600926.SH,杭州银行
600927.SH,永安期货
600928.SH,西安银行
600929.SH,雪天盐业
600933.SH,爱柯迪
600935.SH,华塑股份
600936.SH,广西广电
600938.SH,中国海油
600939.SH,重庆建工
600941.SH,中国移动
600955.SH,维远股份
600956.SH,新天绿能
600958.SH,东方证券
600959.SH,江苏有线
600960.SH,渤海汽车
600961.SH,株冶集团
600962.SH,国投中鲁
600963.SH,岳阳林纸
600965.SH,福成股份
600966.SH,博汇纸业
600967.SH,内蒙一机
600968.SH,海油发展
600969.SH,郴电国际
600970.SH,中材国际
600971.SH,恒源煤电
600973.SH,宝胜股份
600975.SH,新五丰
600976.SH,健民集团
600977.SH,中国电影
600979.SH,广安爱众
600980.SH,XD北矿科
600981.SH,汇鸿集团
600982.SH,宁波能源
600983.SH,惠而浦
600984.SH,建设机械
600985.SH,淮北矿业
600986.SH,浙文互联
600987.SH,航民股份
600988.SH,赤峰黄金
600989.SH,宝丰能源
600990.SH,四创电子
600992.SH,贵绳股份
600993.SH,马应龙
600995.SH,南网储能
600996.SH,贵广网络
600997.SH,开滦股份
600998.SH,九州通
600999.SH,招商证券
601000.SH,唐山港
